,OBJECTID,Region,Division,ID,School,Municipali,Legislativ,Total_Enro,Total_Inst,Color_Code,Barangay,Province,District,Type_of_Sc,Rooms_used,Rooms_unused
7906,7907,Region VIII,Eastern Samar,122439,San Roque ES,DOLORES,Lone,107,3,Blue,,EASTERN SAMAR,Dolores I,School with no Annexes,4.0,0.0
7907,7908,Region VIII,Eastern Samar,122440,San Vicente ES,DOLORES,Lone,90,3,Blue,,EASTERN SAMAR,Dolores I,School with no Annexes,3.0,0.0
7908,7909,Region VIII,Eastern Samar,122441,Sta. Cruz ES,DOLORES,Lone,84,2,Blue,,EASTERN SAMAR,Dolores I,School with no Annexes,3.0,0.0
7909,7910,Region VIII,Eastern Samar,122442,Sto. Nino ES,DOLORES,Lone,109,5,Blue,,EASTERN SAMAR,Dolores I,School with no Annexes,5.0,0.0
7910,7911,Region VIII,Eastern Samar,122444,Tikling ES,DOLORES,Lone,109,2,Gold,,EASTERN SAMAR,Dolores I,School with no Annexes,2.0,0.0
7911,7912,Region VIII,Eastern Samar,122445,Aroganga ES,DOLORES,Lone,155,3,Gold,,EASTERN SAMAR,Dolores II,School with no Annexes,4.0,0.0
7912,7913,Region VIII,Eastern Samar,122446,Bulawan PS,MASLOG,Lone,74,3,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,3.0,0.0
7913,7914,Region VIII,Eastern Samar,122447,Cabago-an ES,DOLORES,Lone,91,3,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,4.0,0.0
7914,7915,Region VIII,Eastern Samar,122448,Cagtabon ES,DOLORES,Lone,36,1,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,1.0,0.0
7915,7916,Region VIII,Eastern Samar,122449,Carayacay ES,MASLOG,Lone,189,5,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,5.0,0.0
7916,7917,Region VIII,Eastern Samar,122450,Dampigan ES,DOLORES,Lone,257,7,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,8.0,0.0
7917,7918,Region VIII,Eastern Samar,122451,Dapdap CS,DOLORES,Lone,556,15,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,14.0,1.0
7918,7919,Region VIII,Eastern Samar,122452,Gap-ang ES,DOLORES,Lone,169,4,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,5.0,0.0
7919,7920,Region VIII,Eastern Samar,122453,Hapitan ES,DOLORES,Lone,92,6,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,6.0,0.0
7920,7921,Region VIII,Eastern Samar,122454,Hinolaso ES,DOLORES,Lone,250,6,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,7.0,0.0
7921,7922,Region VIII,Eastern Samar,122455,Jicontol ES,DOLORES,Lone,214,6,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,7.0,0.0
7922,7923,Region VIII,Eastern Samar,122456,Libertad ES,DOLORES,Lone,134,5,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,5.0,0.0
7923,7924,Region VIII,Eastern Samar,122457,Luhang ES,DOLORES,Lone,60,1,Red,,EASTERN SAMAR,Dolores II,School with no Annexes,1.0,0.0
7924,7925,Region VIII,Eastern Samar,122459,Magsaysay ES,DOLORES,Lone,88,2,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,4.0,0.0
7925,7926,Region VIII,Eastern Samar,122460,Malobago ES,DOLORES,Lone,214,7,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,8.0,0.0
7926,7927,Region VIII,Eastern Samar,122461,Malobago PS,MASLOG,Lone,18,1,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,1.0,0.0
7927,7928,Region VIII,Eastern Samar,122462,MAPUTI ELEMENTARY SCHOOL,MASLOG,Lone,69,0,Black,,EASTERN SAMAR,Maslog,School with no Annexes,1.0,0.0
7928,7929,Region VIII,Eastern Samar,122463,Maslog CS,MASLOG,Lone,469,16,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,16.0,2.0
7929,7930,Region VIII,Eastern Samar,122464,Osmena ES,DOLORES,Lone,139,2,Red,,EASTERN SAMAR,Dolores II,School with no Annexes,2.0,0.0
7930,7931,Region VIII,Eastern Samar,122465,Pasak ES,DOLORES,Lone,105,3,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,3.0,0.0
7931,7932,Region VIII,Eastern Samar,122466,San Miguel Elementary School,MASLOG,Lone,124,3,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,4.0,0.0
7932,7933,Region VIII,Eastern Samar,122467,San Roque PS,MASLOG,Lone,55,2,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,2.0,0.0
7933,7934,Region VIII,Eastern Samar,122468,Sta. Catalina PS,DOLORES,Lone,10,1,Blue,,EASTERN SAMAR,Dolores II,School with no Annexes,1.0,0.0
7934,7935,Region VIII,Eastern Samar,122469,Tan-awan ES,DOLORES,Lone,104,2,Gold,,EASTERN SAMAR,Dolores II,School with no Annexes,2.0,0.0
7935,7936,Region VIII,Eastern Samar,122471,Tugas PS,MASLOG,Lone,55,2,Blue,,EASTERN SAMAR,Maslog,School with no Annexes,2.0,0.0
7936,7937,Region VIII,Eastern Samar,122472,Villahermosa ES,DOLORES,Lone,202,4,Yellow,,EASTERN SAMAR,Dolores II,School with no Annexes,5.0,0.0
7937,7938,Region VIII,Eastern Samar,122473,Aguinaldo ES,GENERAL MACARTHUR,Lone,165,4,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,4.0,0.0
7938,7939,Region VIII,Eastern Samar,122474,Alang-alang PS,GENERAL MACARTHUR,Lone,10,0,Black,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7939,7940,Region VIII,Eastern Samar,122475,Batang ES,HERNANI,Lone,117,6,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,6.0,0.0
7940,7941,Region VIII,Eastern Samar,122476,Binalay ES,GENERAL MACARTHUR,Lone,205,4,Gold,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,4.0,0.0
7941,7942,Region VIII,Eastern Samar,122477,Cacatmonan PS,HERNANI,Lone,12,1,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,1.0,0.0
7942,7943,Region VIII,Eastern Samar,122478,Calutan PS,GENERAL MACARTHUR,Lone,26,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7943,7944,Region VIII,Eastern Samar,122479,Camcueves ES,GENERAL MACARTHUR,Lone,55,3,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,3.0,0.0
7944,7945,Region VIII,Eastern Samar,122480,Canciledes ES,HERNANI,Lone,171,7,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,6.0,0.0
7945,7946,Region VIII,Eastern Samar,122481,Carmen ES,HERNANI,Lone,144,4,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,5.0,0.0
7946,7947,Region VIII,Eastern Samar,122482,Domrog PS,GENERAL MACARTHUR,Lone,129,5,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,6.0,0.0
7947,7948,Region VIII,Eastern Samar,122483,Garawon ES,HERNANI,Lone,121,5,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,5.0,0.0
7948,7949,Region VIII,Eastern Samar,122484,Gen. MacArthur CS,GENERAL MACARTHUR,Lone,1178,33,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,36.0,0.0
7949,7950,Region VIII,Eastern Samar,122485,Hernani CS,HERNANI,Lone,451,20,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,16.0,2.0
7950,7951,Region VIII,Eastern Samar,122486,Laurel PS,GENERAL MACARTHUR,Lone,12,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7951,7952,Region VIII,Eastern Samar,122487,Limbujan PS,GENERAL MACARTHUR,Lone,17,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7952,7953,Region VIII,Eastern Samar,122488,Macapagal PS,GENERAL MACARTHUR,Lone,13,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7953,7954,Region VIII,Eastern Samar,122489,Magsaysay PS,GENERAL MACARTHUR,Lone,13,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7954,7955,Region VIII,Eastern Samar,122490,Nagaja ES,HERNANI,Lone,83,3,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,3.0,0.0
7955,7956,Region VIII,Eastern Samar,122491,Osmena PS,GENERAL MACARTHUR,Lone,28,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7956,7957,Region VIII,Eastern Samar,122492,Padang ES,HERNANI,Lone,93,5,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,5.0,0.0
7957,7958,Region VIII,Eastern Samar,122493,Pingan ES,GENERAL MACARTHUR,Lone,127,4,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,4.0,0.0
7958,7959,Region VIII,Eastern Samar,122494,Quezon PS,GENERAL MACARTHUR,Lone,20,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7959,7960,Region VIII,Eastern Samar,122495,Quirino PS,GENERAL MACARTHUR,Lone,7,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7960,7961,Region VIII,Eastern Samar,122496,Roxas PS,GENERAL MACARTHUR,Lone,21,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7961,7962,Region VIII,Eastern Samar,122497,San Isidro ES,GENERAL MACARTHUR,Lone,87,4,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,4.0,0.0
7962,7963,Region VIII,Eastern Samar,122498,San Isidro ES,HERNANI,Lone,106,4,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,3.0,0.0
7963,7964,Region VIII,Eastern Samar,122499,San Miguel ES,HERNANI,Lone,170,6,Blue,,EASTERN SAMAR,Hernani,School with no Annexes,6.0,1.0
7964,7965,Region VIII,Eastern Samar,122501,Sta. Cruz PS,GENERAL MACARTHUR,Lone,56,3,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,3.0,0.0
7965,7966,Region VIII,Eastern Samar,122502,Sta. Fe PS,GENERAL MACARTHUR,Lone,20,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,1.0,0.0
7966,7967,Region VIII,Eastern Samar,122503,Tandang Sora PS,GENERAL MACARTHUR,Lone,21,1,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,2.0,0.0
7967,7968,Region VIII,Eastern Samar,122504,Tugop ES,GENERAL MACARTHUR,Lone,62,2,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,2.0,0.0
7968,7969,Region VIII,Eastern Samar,122505,Vigan ES,GENERAL MACARTHUR,Lone,214,6,Blue,,EASTERN SAMAR,General Macarthur-Hernani,School with no Annexes,5.0,0.0
7969,7970,Region VIII,Eastern Samar,122506,Biga ES,GIPORLOS,Lone,52,3,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,3.0,0.0
7970,7971,Region VIII,Eastern Samar,122508,Coticot ES,GIPORLOS,Lone,218,9,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,6.0,0.0
7971,7972,Region VIII,Eastern Samar,122509,Gigoso ES,GIPORLOS,Lone,128,6,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,6.0,0.0
7972,7973,Region VIII,Eastern Samar,122510,Giporlos CS,GIPORLOS,Lone,1047,32,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,34.0,0.0
7973,7974,Region VIII,Eastern Samar,122511,Huknan ES,GIPORLOS,Lone,40,1,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,2.0,1.0
7974,7975,Region VIII,Eastern Samar,122512,Malabag ES,GIPORLOS,Lone,149,7,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,5.0,0.0
7975,7976,Region VIII,Eastern Samar,122513,Parena ES,GIPORLOS,Lone,105,4,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,5.0,0.0
7976,7977,Region VIII,Eastern Samar,122514,Paya ES,GIPORLOS,Lone,137,7,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,6.0,0.0
7977,7978,Region VIII,Eastern Samar,122515,Pres. Roxas ES,GIPORLOS,Lone,68,5,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,3.0,0.0
7978,7979,Region VIII,Eastern Samar,122516,Salvacion PS,GIPORLOS,Lone,17,1,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,1.0,0.0
7979,7980,Region VIII,Eastern Samar,122517,San Miguel ES,GIPORLOS,Lone,36,1,Blue,,EASTERN SAMAR,Giporlos,School with no Annexes,2.0,0.0
7980,7981,Region VIII,Eastern Samar,122518,Banaag ES,GUIUAN,Lone,79,3,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,3.0,0.0
7981,7982,Region VIII,Eastern Samar,122519,Buenavista ES,GUIUAN,Lone,116,3,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,3.0,0.0
7982,7983,Region VIII,Eastern Samar,122520,Bungtod ES,GUIUAN,Lone,204,6,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,6.0,0.0
7983,7984,Region VIII,Eastern Samar,122521,Campoyong ES,GUIUAN,Lone,287,10,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,11.0,0.0
7984,7985,Region VIII,Eastern Samar,122523,Gahoy ES,GUIUAN,Lone,131,3,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,4.0,0.0
7985,7986,Region VIII,Eastern Samar,122524,Guiuan East CS,GUIUAN,Lone,1848,41,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,49.0,0.0
7986,7987,Region VIII,Eastern Samar,122525,Hamorawon ES,GUIUAN,Lone,128,4,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,4.0,0.0
7987,7988,Region VIII,Eastern Samar,122526,Salug ES,GUIUAN,Lone,287,12,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,10.0,0.0
7988,7989,Region VIII,Eastern Samar,122527,San Jose ES,GUIUAN,Lone,94,3,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,3.0,0.0
7989,7990,Region VIII,Eastern Samar,122528,Sapao ES,GUIUAN,Lone,153,3,Gold,,EASTERN SAMAR,Guiuan East,School with no Annexes,5.0,0.0
7990,7991,Region VIII,Eastern Samar,122529,Surok ES,GUIUAN,Lone,208,8,Blue,,EASTERN SAMAR,Guiuan East,School with no Annexes,6.0,0.0
7991,7992,Region VIII,Eastern Samar,122530,Victory ES,GUIUAN,Lone,141,2,Red,,EASTERN SAMAR,Guiuan East,School with no Annexes,3.0,0.0
7992,7993,Region VIII,Eastern Samar,122531,Alingarog ES,GUIUAN,Lone,90,4,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,4.0,0.0
7993,7994,Region VIII,Eastern Samar,122532,Anuron ES,MERCEDES,Lone,157,4,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,7.0,0.0
7994,7995,Region VIII,Eastern Samar,122533,Bagua ES,GUIUAN,Lone,110,5,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,5.0,0.0
7995,7996,Region VIII,Eastern Samar,122534,Banahao Elementary School,GUIUAN,Lone,79,6,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,6.0,0.0
7996,7997,Region VIII,Eastern Samar,122535,Banuyo ES,MERCEDES,Lone,96,4,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,3.0,1.0
7997,7998,Region VIII,Eastern Samar,122536,Bobon ES,MERCEDES,Lone,86,4,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,3.0,1.0
7998,7999,Region VIII,Eastern Samar,122537,Bucao PS,GUIUAN,Lone,7,1,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,1.0,0.0
7999,8000,Region VIII,Eastern Samar,122538,Busay PS,MERCEDES,Lone,31,2,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,2.0,0.0
8000,8001,Region VIII,Eastern Samar,122539,Cabunga-an PS,MERCEDES,Lone,24,1,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,1.0,0.0
8001,8002,Region VIII,Eastern Samar,122540,Cagdara-o PS,GUIUAN,Lone,48,2,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,2.0,0.0
8002,8003,Region VIII,Eastern Samar,122541,Cogon ES,GUIUAN,Lone,147,5,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,6.0,0.0
8003,8004,Region VIII,Eastern Samar,122542,Lupok CS,GUIUAN,Lone,689,20,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,20.0,0.0
8004,8005,Region VIII,Eastern Samar,122543,Mayana ES,GUIUAN,Lone,76,3,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,3.0,0.0
8005,8006,Region VIII,Eastern Samar,122544,Mercedes CS,MERCEDES,Lone,223,8,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,8.0,0.0
8006,8007,Region VIII,Eastern Samar,122546,NiÂ¤o Jesus PS,MERCEDES,Lone,23,1,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,2.0,0.0
8007,8008,Region VIII,Eastern Samar,122547,San Antonio PS,GUIUAN,Lone,12,1,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,0.0,0.0
8008,8009,Region VIII,Eastern Samar,122548,San Jose PS,MERCEDES,Lone,38,2,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,2.0,0.0
8009,8010,Region VIII,Eastern Samar,122549,San Pedro ES,GUIUAN,Lone,111,2,Gold,,EASTERN SAMAR,Guiuan North,School with no Annexes,3.0,2.0
8010,8011,Region VIII,Eastern Samar,122551,Sung-an ES,MERCEDES,Lone,68,3,Blue,,EASTERN SAMAR,Mercedes,School with no Annexes,5.0,2.0
8011,8012,Region VIII,Eastern Samar,122552,Timala ES,GUIUAN,Lone,72,3,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,3.0,0.0
8012,8013,Region VIII,Eastern Samar,122553,Trinidad ES,GUIUAN,Lone,71,5,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,6.0,0.0
8013,8014,Region VIII,Eastern Samar,122554,Tubabao ES,GUIUAN,Lone,110,5,Blue,,EASTERN SAMAR,Guiuan North,School with no Annexes,5.0,0.0
8014,8015,Region VIII,Eastern Samar,122555,Baras ES,GUIUAN,Lone,238,7,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,7.0,0.0
8015,8016,Region VIII,Eastern Samar,122556,Barbo ES,GUIUAN,Lone,121,6,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,6.0,0.0
8016,8017,Region VIII,Eastern Samar,122557,Bitaugan ES,GUIUAN,Lone,61,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,2.0,0.0
8017,8018,Region VIII,Eastern Samar,122558,Cagusu-an ES,GUIUAN,Lone,93,7,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,5.0,0.0
8018,8019,Region VIII,Eastern Samar,122559,Canawayon Elementary School,GUIUAN,Lone,76,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,3.0,0.0
8019,8020,Region VIII,Eastern Samar,122560,Cantahay ES,GUIUAN,Lone,222,6,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,5.0,0.0
8020,8021,Region VIII,Eastern Samar,122561,Casuguran ES,GUIUAN,Lone,152,6,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,6.0,0.0
8021,8022,Region VIII,Eastern Samar,122562,Culasi ES,GUIUAN,Lone,73,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,3.0,0.0
8022,8023,Region VIII,Eastern Samar,122563,Habag ES,GUIUAN,Lone,61,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,0.0,0.0
8023,8024,Region VIII,Eastern Samar,122564,Inapulangan ES,GUIUAN,Lone,85,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,3.0,0.0
8024,8025,Region VIII,Eastern Samar,122565,Ngolos ES,GUIUAN,Lone,251,7,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,7.0,0.0
8025,8026,Region VIII,Eastern Samar,122566,Pagbabangnan ES,GUIUAN,Lone,87,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,4.0,0.0
8026,8027,Region VIII,Eastern Samar,122567,Pagnamitan ES,GUIUAN,Lone,50,3,Blue,,EASTERN SAMAR,Guiuan South,School with no Annexes,3.0,0.0
8027,8028,Region VIII,Eastern Samar,122569,Sulu-an Integrated School,GUIUAN,Lone,242,5,Yellow,,EASTERN SAMAR,Guiuan South,School with no Annexes,7.0,0.0
8028,8029,Region VIII,Eastern Samar,122570,Taytay ES,GUIUAN,Lone,178,5,Blue,TAYTAY,EASTERN SAMAR,Guiuan South,School with no Annexes,5.0,0.0
8029,8030,Region VIII,Eastern Samar,122571,Agsaman ES,JIPAPAD,Lone,131,2,Red,,EASTERN SAMAR,Jipapad,School with no Annexes,3.0,0.0
8030,8031,Region VIII,Eastern Samar,122572,Cagmanaba ES,JIPAPAD,Lone,254,3,Red,,EASTERN SAMAR,Jipapad,School with no Annexes,4.0,0.0
8031,8032,Region VIII,Eastern Samar,122573,Casapa PS,JIPAPAD,Lone,45,2,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,1.0,0.0
8032,8033,Region VIII,Eastern Samar,122574,Dorillo PS,JIPAPAD,Lone,79,2,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,2.0,0.0
8033,8034,Region VIII,Eastern Samar,122575,Jipapad CS,JIPAPAD,Lone,691,11,Red,,EASTERN SAMAR,Jipapad,School with no Annexes,19.0,0.0
8034,8035,Region VIII,Eastern Samar,122576,Jiwaran PS,JIPAPAD,Lone,31,1,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,1.0,0.0
8035,8036,Region VIII,Eastern Samar,122577,Mabuhay ES,JIPAPAD,Lone,90,2,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,3.0,0.0
8036,8037,Region VIII,Eastern Samar,122578,Magsaysay ES,JIPAPAD,Lone,81,2,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,2.0,0.0
8037,8038,Region VIII,Eastern Samar,122580,Recare ES,JIPAPAD,Lone,108,2,Gold,,EASTERN SAMAR,Jipapad,School with no Annexes,2.0,0.0
8038,8039,Region VIII,Eastern Samar,122581,Roxas ES,JIPAPAD,Lone,17,2,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,3.0,0.0
8039,8040,Region VIII,Eastern Samar,122582,San Roque ES,JIPAPAD,Lone,160,5,Blue,,EASTERN SAMAR,Jipapad,School with no Annexes,4.0,0.0
8040,8041,Region VIII,Eastern Samar,122583,Antipolo ES,LLORENTE,Lone,134,6,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,6.0,0.0
8041,8042,Region VIII,Eastern Samar,122584,Babanikhon ES,LLORENTE,Lone,25,1,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,1.0,0.0
8042,8043,Region VIII,Eastern Samar,122585,Bacayawan ES,LLORENTE,Lone,165,6,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,8.0,0.0
8043,8044,Region VIII,Eastern Samar,122586,Banika ES,LLORENTE,Lone,487,19,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,19.0,0.0
8044,8045,Region VIII,Eastern Samar,122587,Barobo ES,LLORENTE,Lone,205,6,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,7.0,0.0
8045,8046,Region VIII,Eastern Samar,122588,Borak PS,LLORENTE,Lone,49,2,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,2.0,0.0
8046,8047,Region VIII,Eastern Samar,122589,Can-ato ES,LLORENTE,Lone,105,3,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,5.0,0.0
8047,8048,Region VIII,Eastern Samar,122590,Candoros ES,LLORENTE,Lone,152,5,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,5.0,1.0
8048,8049,Region VIII,Eastern Samar,122591,Canliwag ES,LLORENTE,Lone,72,3,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,3.0,0.0
8049,8050,Region VIII,Eastern Samar,122592,Cantomco PS,LLORENTE,Lone,50,2,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,3.0,0.0
8050,8051,Region VIII,Eastern Samar,122593,Hugpa PS,LLORENTE,Lone,45,2,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,2.0,0.0
8051,8052,Region VIII,Eastern Samar,122594,Llorente CS,LLORENTE,Lone,818,29,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,29.0,2.0
8052,8053,Region VIII,Eastern Samar,122595,Maca-anga PS,LLORENTE,Lone,65,2,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,2.0,0.0
8053,8054,Region VIII,Eastern Samar,122596,Magtino PS,LLORENTE,Lone,105,3,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,3.0,0.0
8054,8055,Region VIII,Eastern Samar,122597,Minaanod ES,LLORENTE,Lone,106,1,Red,,EASTERN SAMAR,Llorente,School with no Annexes,2.0,0.0
8055,8056,Region VIII,Eastern Samar,122598,Naubay ES,LLORENTE,Lone,164,6,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,6.0,0.0
8056,8057,Region VIII,Eastern Samar,122599,Piliw ES,LLORENTE,Lone,116,4,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,4.0,0.0
8057,8058,Region VIII,Eastern Samar,122600,San Jose ES,LLORENTE,Lone,145,5,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,7.0,0.0
8058,8059,Region VIII,Eastern Samar,122601,San Miguel ES,LLORENTE,Lone,135,7,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,6.0,0.0
8059,8060,Region VIII,Eastern Samar,122602,San Roque ES,LLORENTE,Lone,165,9,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,7.0,4.0
8060,8061,Region VIII,Eastern Samar,122603,Soong ES,LLORENTE,Lone,135,6,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,6.0,0.0
8061,8062,Region VIII,Eastern Samar,122604,Tabok ES,LLORENTE,Lone,130,5,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,6.0,0.0
8062,8063,Region VIII,Eastern Samar,122605,Waso ES,LLORENTE,Lone,101,4,Blue,,EASTERN SAMAR,Llorente,School with no Annexes,4.0,0.0
8063,8064,Region VIII,Eastern Samar,122606,Balangkayan CES,BALANGKAYAN,Lone,479,20,Blue,,EASTERN SAMAR,Balangkayan,School with no Annexes,19.0,0.0
8064,8065,Region VIII,Eastern Samar,122607,Balogo ES,BALANGKAYAN,Lone,169,6,Blue,,EASTERN SAMAR,Balangkayan,School with no Annexes,6.0,0.0
8065,8066,Region VIII,Eastern Samar,122608,Bangon ES,BALANGKAYAN,Lone,30,1,Blue,,EASTERN SAMAR,Balangkayan,School with no Annexes,2.0,0.0
8066,8067,Region VIII,Eastern Samar,122609,Cabay ES,BALANGKAYAN,Lone,333,14,Blue,,EASTERN SAMAR,Balangkayan,School with no Annexes,15.0,0.0
8067,8068,Region VIII,Eastern Samar,122610,Caisawan ES,BALANGKAYAN,Lone,105,5,Blue,,EASTERN SAMAR,Balangkayan,School with no Annexes,6.0,0.0
